product_name,release_year,market_tier_bracket,chipset,storage_gb,ram_gb,storage_type,display_size_inches,display_ppi,display_tech,display_refresh_rate_hz,brightness_nits,battery_capacity_mah,wired_charging_power,has_wireless_charging,rear_main_camera_megapixels,has_ultrawide,has_macro,has_telephoto,has_periscope,aperture,IP_Rating,is_dustproof,is_waterproof,has_optical_image_stabilization,front_camera_megapixels,video_resolution_options,fps,weight_grams,thickness_mm,form_factor,max_network_generation,operating_system,operating_system_version,back_panel_material,chassis_frame_material,HDR_status,rear_camera_count,nano_sim,has_esim_support,display_protection_tier,chipset_score,score_performance_hardware,score_camera_system,score_display,score_design_build_quality,score_battery_charging,score_software_os_connectivity_features,score_overall
Xiaomi Redmi Turbo 4 Pro,2025,Mid-Range,Snapdragon 8s Gen 4,256,16,UFS 4.1,6.83,447,AMOLED,120,1800,7550,90,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68,TRUE,TRUE,TRUE,20,2160,60,219,8,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,2,2,TRUE,none_generic,76,77.86,83.36,81.57,70.55,74.09,96.29,80.25
Xiaomi Redmi K80,2024,Flagship,Snapdragon 8 Gen 3,512,12,UFS 4.0,6.67,526,OLED,120,1800,6550,90,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,20,4320,24,206,8.1,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,2,2,TRUE,premium_branded,77,76.75,82.63,84.75,70.24,74.09,94.29,80.23
Nothing Phone (3),2025,Flagship,Snapdragon 8s Gen 4,512,16,UFS 4.0,6.67,460,OLED,120,1800,5150,65,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,50,2160,60,218,9,bar,5G,Android,15,Glass,Aluminum,HDR10+,3,2,TRUE,premium_branded,76,80.44,84.51,80.1,73.94,67.25,96.29,80.14
Apple iPhone 17 Pro,2025,Flagship,A19 Pro,1024,12,NVMe,6.3,460,LTPO Super Retina XDR OLED,120,1600,3998,35,TRUE,48,TRUE,FALSE,FALSE,FALSE,1.8,IP68,TRUE,TRUE,TRUE,18,2160,120,206,8.8,bar,5G,iOS,26,"Glass, Ceramic, Metal",Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,93,91.51,80.21,87.39,80.78,39.06,98,80.13
Xiaomi Mix Fold 4,2024,Flagship,Snapdragon 8 Gen 3,1024,16,UFS 4.0,7.98,418,Foldable LTPO AMOLED,120,1700,5100,67,TRUE,50,TRUE,FALSE,TRUE,TRUE,1.7,IPX8,FALSE,TRUE,TRUE,16,4320,24,226,4.6,fold,5G,Android,14,Unknown,Aluminum,Dolby Vision,4,2,TRUE,none_generic,77,86.2,86.5,85.72,47.37,67.23,92.57,80.07
Motorola Edge 60 Pro,2025,Mid-Range,Dimensity 8350,512,12,UFS 4.0,6.7,444,P-OLED,120,1800,6000,90,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,50,2160,30,186,8.2,bar,5G,Android,15,Eco-Leather,Plastic,HDR10+,3,2,TRUE,premium_branded,57,64.75,84.53,83.19,73.28,89.09,96.29,80.05
Realme Neo8,2026,Mid-Range,Snapdragon 8 Gen 5,512,12,UFS 4.1,6.78,450,AMOLED,165,3800,8000,80,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,16,2160,60,215,8.3,bar,5G,Android,16,Glass,Aluminum,HDR,3,2,TRUE,none_generic,86,82.15,76.93,82.75,70.03,70.45,100,80.04
OnePlus Ace 5,2024,Mid-Range,Snapdragon 8 Gen 3,512,16,UFS 4.0,6.78,450,LTPO AMOLED,120,1600,6415,80,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,60,206,8.1,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,77,81.04,77.43,86.79,69.44,70.45,94.29,80.04
Motorola Razr 60 Ultra,2025,Flagship,Snapdragon 8 Elite (Gen 4),512,12,UFS 4.0,7,464,Foldable LTPO AMOLED,165,1800,4700,68,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP48,FALSE,TRUE,TRUE,50,4320,30,199,7.2,flip,5G,Android,15,Eco-Leather,Aluminum,Dolby Vision,2,2,TRUE,none_generic,91,85.15,83.78,91.84,47.46,61.59,96.29,80.03
Realme GT 7T,2025,Flagship,Dimensity 8400,512,12,UFS 4.0,6.8,453,AMOLED,120,1800,7000,120,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,32,2160,60,202,8.3,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,2,2,TRUE,ultra_premium,65,69.55,82.86,81.93,72.71,85,96.29,80
Xiaomi Redmi Turbo 5,2026,Mid-Range,Dimensity 8500,512,16,UFS 4.1,6.59,460,AMOLED,120,1400,7560,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68/IP69K,TRUE,TRUE,TRUE,20,2160,60,204,8.2,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,2,2,TRUE,none_generic,69,76.24,83.36,78.92,67.63,77.73,100,79.94
vivo iQOO 15R,2026,Flagship,Snapdragon 8 Gen 5,256,12,UFS,6.59,459,AMOLED,144,2000,7600,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,32,2160,60,202,7.9,bar,5G,Android,16,Plastic,Aluminum,HDR10+,2,2,TRUE,none_generic,86,72.82,82.86,84.25,66.53,77.73,100,79.94
Xiaomi Mix Flip 2,2025,Flagship,Snapdragon 8 Elite (Gen 4),1024,16,UFS 4.1,6.86,460,Foldable LTPO AMOLED,120,1280,5165,67,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,Unknown,FALSE,FALSE,TRUE,32,4320,24,199,7.6,flip,5G,Android,15,Unknown,Unknown,Dolby Vision,2,2,TRUE,none_generic,91,94.6,85.43,84.64,24.11,68.2,96.29,79.93
Xiaomi Poco X8 Pro,2026,Mid-Range,Dimensity 8500,256,12,UFS 4.1,6.59,460,AMOLED,120,2000,6500,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68/IP69K,TRUE,TRUE,TRUE,20,2160,60,201.5,8.4,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,2,2,TRUE,premium_branded,69,69.37,83.36,84.06,74.09,77.73,100,79.89
OnePlus Ace 3 Pro,2024,Mid-Range,Snapdragon 8 Gen 3,512,16,UFS 4.0,6.78,450,LTPO AMOLED,120,1600,6100,100,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,60,207,8.7,bar,5G,Android,14,Unknown,Unknown,Dolby Vision,3,2,TRUE,ultra_premium,77,81.04,77.43,86.79,58.59,77.73,92.57,79.88
Xiaomi Redmi Turbo 4 Pro,2025,Mid-Range,Snapdragon 8s Gen 4,512,12,UFS 4.1,6.83,447,AMOLED,120,1800,7550,90,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68,TRUE,TRUE,TRUE,20,2160,60,219,8,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,2,2,TRUE,none_generic,76,76.15,83.36,81.57,70.55,74.09,96.29,79.82
Samsung Galaxy S25+,2025,Flagship,Snapdragon 8 Elite (Gen 4),256,12,UFS 4.0,6.7,513,Dynamic LTPO AMOLED 2X,120,1040,4900,45,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.8,IP68,TRUE,TRUE,TRUE,12,4320,30,190,7.3,bar,5G,Android,15,Glass,Aluminum,HDR10+,3,2,TRUE,ultra_premium,91,82.57,79.37,82.74,86.52,56.23,96.29,79.78
Motorola Edge 70 Pro,2026,Flagship,Dimensity 8500,256,8,UFS 4.1,6.78,450,AMOLED,144,2080,6500,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,183,7.2,bar,5G,Android,16,Eco-Leather,Plastic,HDR,3,2,TRUE,premium_branded,69,65.09,82.86,79.15,77.27,89.09,100,79.77
Motorola Razr Fold,2026,Flagship,Snapdragon 8 Gen 5,256,12,UFS 4.1,8.1,410,Foldable LTPO P-OLED,120,2480,6000,68,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP48/IP49,FALSE,TRUE,TRUE,20,4320,30,243,4.7,fold,5G,Android,16,Unknown,Unknown,Dolby Vision,3,2,TRUE,none_generic,86,79.57,82.63,91.93,50.22,66.09,100,79.74
Xiaomi 14,2023,Flagship,Snapdragon 8 Gen 3,256,8,UFS 4.0,6.36,460,LTPO OLED,120,1200,4610,90,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,32,4320,24,188,8.2,bar,5G,Android,14,"Eco-Leather, Glass",Aluminum,Dolby Vision,3,2,TRUE,premium_branded,77,69.89,90.08,83.96,81.57,68.24,90.57,79.73
Apple iPhone 17 Pro Max,2025,Flagship,A19 Pro,256,12,NVMe,6.9,460,LTPO Super Retina XDR OLED,120,1600,4823,35,TRUE,48,TRUE,FALSE,FALSE,FALSE,1.8,IP68,TRUE,TRUE,TRUE,18,2160,120,233,8.8,bar,5G,iOS,26,"Glass, Ceramic, Metal",Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,93,83.77,80.21,87.39,77.45,51.44,98,79.72
Oppo Reno15 Pro,2026,Mid-Range,Dimensity 8450,512,12,UFS 3.1,6.32,460,AMOLED,120,1800,6200,80,FALSE,200,TRUE,FALSE,TRUE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,187,8,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,2,TRUE,premium_branded,67,67.75,89.98,80.1,81.82,70.45,100,79.7
Oppo Reno15 Pro Mini,2026,Mid-Range,Dimensity 8450,512,12,UFS 3.1,6.32,460,AMOLED,120,1800,6200,80,FALSE,200,TRUE,FALSE,TRUE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,187,8,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,2,TRUE,premium_branded,67,67.75,89.98,80.1,81.82,70.45,100,79.7
Honor Magic V5,2025,Flagship,Snapdragon 8 Elite (Gen 4),512,16,Unknown,7.95,403,Foldable LTPO AMOLED,120,2000,5820,66,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP58/IP59,TRUE,TRUE,TRUE,20,2160,60,217,4.1,fold,5G,Android,15,Unknown,Unknown,Unknown,3,2,TRUE,ultra_premium,91,78.19,81.71,72.39,80.28,77.66,96.29,79.67
Motorola Razr 70 Ultra,2026,Flagship,Snapdragon 8 Gen 5,512,16,UFS 4.0,7,462,Foldable LTPO AMOLED,165,2000,5000,68,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP48,FALSE,TRUE,TRUE,50,4320,30,199,7.2,flip,5G,Android,16,Unknown,Aluminum,Dolby Vision,2,1,TRUE,none_generic,86,86.44,83.78,93.43,44.4,66.09,82.5,79.66
Xiaomi Poco F7,2025,Mid-Range,Snapdragon 8s Gen 4,256,12,UFS 4.1,6.83,447,AMOLED,120,1700,6500,90,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68,TRUE,TRUE,TRUE,20,2160,60,215.7,8.2,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,2,2,TRUE,premium_branded,76,73.57,83.36,80.71,77.11,74.09,96.29,79.66
Xiaomi Redmi K80,2024,Flagship,Snapdragon 8 Gen 3,256,12,UFS 4.0,6.67,526,OLED,120,1800,6550,90,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,20,4320,24,206,8.1,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,2,2,TRUE,premium_branded,77,74.17,82.63,84.75,70.24,74.09,94.29,79.59
Xiaomi Redmi K70 Ultra,2024,Flagship,Dimensity 9300 Plus,512,12,UFS 4.0,6.67,446,OLED,144,1600,5500,120,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,20,4320,30,211,8.4,bar,5G,Android,14,Unknown,Aluminum,Dolby Vision,3,2,TRUE,none_generic,78,77.35,81.48,82.3,65.94,77.5,92.57,79.57
Xiaomi Poco X8 Pro,2026,Mid-Range,Dimensity 8500,512,8,UFS 4.1,6.59,460,AMOLED,120,2000,6500,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68/IP69K,TRUE,TRUE,TRUE,20,2160,60,201.5,8.4,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,2,2,TRUE,premium_branded,69,67.67,83.36,84.06,74.09,77.73,100,79.47
Xiaomi 13 Ultra,2023,Flagship,Snapdragon 8 Gen 2,512,12,UFS 4.0,6.73,522,LTPO AMOLED,120,1300,5000,90,TRUE,50,TRUE,FALSE,TRUE,TRUE,1.9,IP68,TRUE,TRUE,TRUE,32,4320,24,227,9.1,bar,5G,Android,13,Eco-Leather,Aluminum,Dolby Vision,4,2,TRUE,premium_branded,63,68.35,89.12,87.21,71.11,74.09,88.86,79.46
Honor Magic V Flip 2,2025,Flagship,Snapdragon 8 Gen 3,1024,12,Unknown,6.82,458,Foldable LTPO OLED,120,2000,5500,80,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.9,IP58/IP59,TRUE,TRUE,TRUE,50,2160,30,204,6.9,flip,5G,Android,15,Unknown,Unknown,Dolby Vision,2,2,TRUE,none_generic,77,70.66,84,90.69,55.3,77.95,96.29,79.45
Motorola Edge 60 Pro,2025,Mid-Range,Dimensity 8350,256,12,UFS 4.0,6.7,444,P-OLED,120,1800,6000,90,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,50,2160,30,186,8.2,bar,5G,Android,15,Eco-Leather,Plastic,HDR10+,3,2,TRUE,premium_branded,57,62.17,84.53,83.19,73.28,89.09,96.29,79.41
OnePlus Ace 5,2024,Mid-Range,Snapdragon 8 Gen 3,256,16,UFS 4.0,6.78,450,LTPO AMOLED,120,1600,6415,80,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,60,206,8.1,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,77,78.46,77.43,86.79,69.44,70.45,94.29,79.4
Realme Neo8,2026,Mid-Range,Snapdragon 8 Gen 5,256,12,UFS 4.1,6.78,450,AMOLED,165,3800,8000,80,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,16,2160,60,215,8.3,bar,5G,Android,16,Glass,Aluminum,HDR,3,2,TRUE,none_generic,86,79.57,76.93,82.75,70.03,70.45,100,79.4
OnePlus Ace 5 Ultra,2025,Mid-Range,Dimensity 9400 Plus,512,16,UFS 4.0,6.83,450,AMOLED,144,560,6700,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,60,206,8.1,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,2,2,TRUE,ultra_premium,88,87.64,76.93,73.62,60.87,77.73,96.29,79.4
Motorola Razr 60 Ultra,2025,Flagship,Snapdragon 8 Elite (Gen 4),256,12,UFS 4.0,7,464,Foldable LTPO AMOLED,165,1800,4700,68,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP48,FALSE,TRUE,TRUE,50,4320,30,199,7.2,flip,5G,Android,15,Eco-Leather,Aluminum,Dolby Vision,2,2,TRUE,none_generic,91,82.57,83.78,91.84,47.46,61.59,96.29,79.38
Motorola Razr Ultra 2025,2025,Flagship,Snapdragon 8 Elite (Gen 4),512,16,UFS 4.0,7,464,Foldable LTPO AMOLED,165,1800,4700,68,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP48,FALSE,TRUE,TRUE,50,4320,30,199,7.2,flip,5G,Android,15,Eco-Leather,Aluminum,Dolby Vision,2,1,TRUE,none_generic,91,89.44,83.78,91.84,47.46,61.59,78.79,79.35
Samsung Galaxy S24 Ultra,2024,Flagship,Snapdragon 8 Gen 3,512,12,UFS 4.0,6.8,505,Dynamic LTPO AMOLED 2X,120,1040,5000,45,TRUE,200,TRUE,FALSE,TRUE,TRUE,1.7,IP68,TRUE,TRUE,TRUE,12,4320,30,232,8.6,bar,5G,Android,14,Glass,Titanium,HDR10+,4,2,TRUE,ultra_premium,77,76.75,89.14,82.74,78.16,57.73,92.57,79.3
Xiaomi Redmi Turbo 5,2026,Mid-Range,Dimensity 8500,256,16,UFS 4.1,6.59,460,AMOLED,120,1400,7560,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68/IP69K,TRUE,TRUE,TRUE,20,2160,60,204,8.2,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,2,2,TRUE,none_generic,69,73.66,83.36,78.92,67.63,77.73,100,79.29
Xiaomi Redmi K90,2025,Flagship,Snapdragon 8 Elite (Gen 4),512,12,UFS,6.59,419,AMOLED,120,1400,7100,100,FALSE,50,TRUE,FALSE,TRUE,FALSE,1.9,IP68,TRUE,TRUE,TRUE,20,4320,30,206,8,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,none_generic,91,78.4,80.68,76.46,68.06,77.73,98,79.29
Motorola Edge 50 Ultra,2024,Flagship,Snapdragon 8s Gen 3,1024,16,UFS 4.0,6.7,446,P-OLED,144,1000,4500,125,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,50,2160,60,197,8.6,bar,5G,Android,14,"Eco-Leather, Wood",Aluminum,HDR10+,3,1,TRUE,premium_branded,62,77.2,86.16,78.95,78.28,77.5,75.07,79.28
OnePlus Ace 3 Pro,2024,Mid-Range,Snapdragon 8 Gen 3,256,16,UFS 4.0,6.78,450,LTPO AMOLED,120,1600,6100,100,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,60,207,8.7,bar,5G,Android,14,Unknown,Unknown,Dolby Vision,3,2,TRUE,ultra_premium,77,78.46,77.43,86.79,58.59,77.73,92.57,79.23
OnePlus Nord 6,2026,Mid-Range,Snapdragon 8s Gen 4,512,12,UFS 4.1,6.78,450,AMOLED,165,1800,7500,80,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,TRUE,32,2160,60,210,8.5,bar,5G,Android,16,Plastic,Plastic,HDR10+,2,2,TRUE,ultra_premium,76,76.15,82.86,82,65.98,70.45,100,79.18
Xiaomi Redmi Turbo 4 Pro,2025,Mid-Range,Snapdragon 8s Gen 4,256,12,UFS 4.1,6.83,447,AMOLED,120,1800,7550,90,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68,TRUE,TRUE,TRUE,20,2160,60,219,8,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,2,2,TRUE,none_generic,76,73.57,83.36,81.57,70.55,74.09,96.29,79.18
Huawei nova 16 Ultra,2026,Mid-Range,Kirin 9010,512,12,Unknown,6.84,460,LTPO OLED,120,2400,7000,100,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,50,2160,30,220,7.1,bar,5G,HarmonyOS,6.1,"Eco-Leather, Glass",Aluminum,HDR Vivid,3,2,TRUE,premium_branded,45,46.3,85.65,91.99,81.06,92.73,100,79.12
Oppo Reno15 Pro,2026,Mid-Range,Dimensity 8450,256,12,UFS 3.1,6.32,460,AMOLED,120,1800,6200,80,FALSE,200,TRUE,FALSE,TRUE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,187,8,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,2,TRUE,premium_branded,67,65.17,89.98,80.1,81.82,70.45,100,79.06
Oppo Reno15 Pro Mini,2026,Mid-Range,Dimensity 8450,256,12,UFS 3.1,6.32,460,AMOLED,120,1800,6200,80,FALSE,200,TRUE,FALSE,TRUE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,187,8,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,2,TRUE,premium_branded,67,65.17,89.98,80.1,81.82,70.45,100,79.06
Huawei nova 15 Ultra,2026,Mid-Range,Kirin 9010,1024,12,Unknown,6.84,460,LTPO OLED,120,1600,6500,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68/IP69,TRUE,TRUE,TRUE,50,2160,30,209,6.8,bar,5G,HarmonyOS,6,Plastic,Aluminum,HDR Vivid,3,2,TRUE,premium_branded,45,51.46,88.12,85.14,76.31,92.73,99.41,79
Google Pixel 10 Pro XL,2025,Flagship,Tensor G5,1024,16,UFS 4.0,6.8,486,LTPO OLED,120,2200,5200,45,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,42,4320,30,232,8.5,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,1,TRUE,ultra_premium,58,74.8,85.43,91.84,76.68,60.73,80.5,78.98
OnePlus Ace 5,2024,Mid-Range,Snapdragon 8 Gen 3,512,12,UFS 4.0,6.78,450,LTPO AMOLED,120,1600,6415,80,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,60,206,8.1,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,77,76.75,77.43,86.79,69.44,70.45,94.29,78.97
Xiaomi 13 Pro,2022,Flagship,Snapdragon 8 Gen 2,256,12,UFS 3.1,6.73,522,LTPO AMOLED,120,1200,4820,120,TRUE,50.3,TRUE,FALSE,TRUE,FALSE,1.9,IP68,TRUE,TRUE,TRUE,32,4320,24,210,8.4,bar,5G,Android,13,"Eco-Leather, Ceramic",Aluminum,Dolby Vision,3,2,TRUE,premium_branded,63,62.77,85.12,86.36,79.03,82.3,86.86,78.92
Xiaomi Redmi K70 Ultra,2024,Flagship,Dimensity 9300 Plus,256,12,UFS 4.0,6.67,446,OLED,144,1600,5500,120,FALSE,50,TRUE,TRUE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,20,4320,30,211,8.4,bar,5G,Android,14,Unknown,Aluminum,Dolby Vision,3,2,TRUE,none_generic,78,74.77,81.48,82.3,65.94,77.5,92.57,78.92
Xiaomi Redmi Turbo 5,2026,Mid-Range,Dimensity 8500,512,12,UFS 4.1,6.59,460,AMOLED,120,1400,7560,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68/IP69K,TRUE,TRUE,TRUE,20,2160,60,204,8.2,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,2,2,TRUE,none_generic,69,71.95,83.36,78.92,67.63,77.73,100,78.87
vivo iQOO 15R,2026,Flagship,Snapdragon 8 Gen 5,256,8,UFS,6.59,459,AMOLED,144,2000,7600,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69,TRUE,TRUE,TRUE,32,2160,60,202,7.9,bar,5G,Android,16,Plastic,Aluminum,HDR10+,2,2,TRUE,none_generic,86,68.54,82.86,84.25,66.53,77.73,100,78.87
Apple iPhone 17 Pro,2025,Flagship,A19 Pro,512,12,NVMe,6.3,460,LTPO Super Retina XDR OLED,120,1600,3998,35,TRUE,48,TRUE,FALSE,FALSE,FALSE,1.8,IP68,TRUE,TRUE,TRUE,18,2160,120,206,8.8,bar,5G,iOS,26,"Glass, Ceramic, Metal",Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,93,86.35,80.21,87.39,80.78,39.06,98,78.84
Xiaomi Poco X8 Pro,2026,Mid-Range,Dimensity 8500,256,8,UFS 4.1,6.59,460,AMOLED,120,2000,6500,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68/IP69K,TRUE,TRUE,TRUE,20,2160,60,201.5,8.4,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,2,2,TRUE,premium_branded,69,65.09,83.36,84.06,74.09,77.73,100,78.83
Xiaomi 13 Ultra,2023,Flagship,Snapdragon 8 Gen 2,256,12,UFS 4.0,6.73,522,LTPO AMOLED,120,1300,5000,90,TRUE,50,TRUE,FALSE,TRUE,TRUE,1.9,IP68,TRUE,TRUE,TRUE,32,4320,24,227,9.1,bar,5G,Android,13,Eco-Leather,Aluminum,Dolby Vision,4,2,TRUE,premium_branded,63,65.77,89.12,87.21,71.11,74.09,88.86,78.82
OnePlus 13R,2025,Mid-Range,Snapdragon 8 Gen 3,256,12,UFS 4.0,6.78,450,LTPO 4.1 AMOLED,120,1600,6000,80,FALSE,50,TRUE,FALSE,TRUE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,60,206,8,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,77,74.17,79.93,86.79,67.18,70.45,96.29,78.8
Xiaomi Mix Fold 4,2024,Flagship,Snapdragon 8 Gen 3,512,16,UFS 4.0,7.98,418,Foldable LTPO AMOLED,120,1700,5100,67,TRUE,50,TRUE,FALSE,TRUE,TRUE,1.7,IPX8,FALSE,TRUE,TRUE,16,4320,24,226,4.6,fold,5G,Android,14,Unknown,Aluminum,Dolby Vision,4,2,TRUE,none_generic,77,81.04,86.5,85.72,47.37,67.23,92.57,78.78
OnePlus Ace 5 Ultra,2025,Mid-Range,Dimensity 9400 Plus,256,16,UFS 4.0,6.83,450,AMOLED,144,560,6700,100,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP65,TRUE,TRUE,TRUE,16,2160,60,206,8.1,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,2,2,TRUE,ultra_premium,88,85.06,76.93,73.62,60.87,77.73,96.29,78.75
Samsung Galaxy S24 Ultra,2024,Flagship,Snapdragon 8 Gen 3,256,12,UFS 4.0,6.8,505,Dynamic LTPO AMOLED 2X,120,1040,5000,45,TRUE,200,TRUE,FALSE,TRUE,TRUE,1.7,IP68,TRUE,TRUE,TRUE,12,4320,30,232,8.6,bar,5G,Android,14,Glass,Titanium,HDR10+,4,2,TRUE,ultra_premium,77,74.17,89.14,82.74,78.16,57.73,92.57,78.65
Xiaomi Redmi K90,2025,Flagship,Snapdragon 8 Elite (Gen 4),256,12,UFS,6.59,419,AMOLED,120,1400,7100,100,FALSE,50,TRUE,FALSE,TRUE,FALSE,1.9,IP68,TRUE,TRUE,TRUE,20,4320,30,206,8,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,none_generic,91,75.82,80.68,76.46,68.06,77.73,98,78.65
Xiaomi Redmi K90,2025,Flagship,Snapdragon 8 Elite (Gen 4),256,12,UFS,6.59,419,AMOLED,120,1400,7100,100,FALSE,50,TRUE,FALSE,TRUE,FALSE,1.9,IP68,TRUE,TRUE,TRUE,20,4320,30,206,8,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,none_generic,91,75.82,80.68,76.46,68.06,77.73,98,78.65
Motorola Moto X50 Ultra,2024,Flagship,Snapdragon 8s Gen 3,512,12,UFS 4.0,6.7,444,P-OLED,144,1000,4500,125,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,50,2160,60,197,8.6,bar,5G,Android,14,"Eco-Leather, Wood",Aluminum,HDR10+,3,2,TRUE,premium_branded,62,67.75,86.16,78.83,78.28,77.5,92.57,78.65
